,spotify,key_and_mode
66083,spotify:track:46RO7BTZKaT5xntB7bwWhD,Bb Major
66084,spotify:track:3idY0Rj4veKGprQcrqwOA8,G Major
66086,spotify:track:485ub8tZibpwRj8VzVbjiW,C Major
66087,spotify:track:5KBT2d5GUzRV6mydCzmM3W,A minor
66089,spotify:track:3g8smBJiUAGybhOV6AEd2D,B minor
66090,spotify:track:5LINzWEnFkKxfrtFAOIJmk,B minor
66091,spotify:track:65ueIVz5s0hZopnRzqCxto,D minor
66093,spotify:track:0akD073ga3iQGDS0FSPzkD,D minor
66094,spotify:track:1cuLKiCr5mbYMlevxw1NLE,E minor
66095,spotify:track:32RYT0tmiu22Afc6sTFGDg,B minor
66096,spotify:track:2oVHVi0m6koSslwBcTHQgh,A minor
66097,spotify:track:2cxB0r6YfNFB3bsKEvLtoW,B minor
66098,spotify:track:16tz1QwDkta2kNWQFrpNxh,C Major
66099,spotify:track:2cLDzWMrkDtzdyk8zD3n9B,B Major
66100,spotify:track:16bkFyNokX111e8Hr731WH,F# minor
66112,spotify:track:5v4ecR9N4WFmB5ngEWbBRX,E Major
66113,spotify:track:4qsrMmo9tmCvnOAysVI0zu,F Major
66114,spotify:track:563YUE1e1hKHsFsbA5YDXS,F Major
66130,spotify:track:7mnzNdR0SQE7bpPEJMpoJv,D Major
66131,spotify:track:0I7LQLTTqATsDnQmO9f05f,F# Major
66134,spotify:track:5O4Az75gNdIGTMXj9pK0g5,C Major
66136,spotify:track:6rI1bcwA6AgPbw28J5uX41,C Major
66137,spotify:track:3YfvPAh8MkVyni5A0Q8sjE,C Major
66138,spotify:track:0NSCarrpo0wxTYKXr0N0I5,C Major
66141,spotify:track:26pQVMJNPpxwy4rhbIl5xG,C Major
66142,spotify:track:1UBbjSCwAADCO24hJAtEDj,D Major
66143,spotify:track:5UMcuKTOjUa6AJBSdssNNC,G minor
66144,spotify:track:5glFLKbFBEnIIfLFtZ0SPg,C Major
66150,spotify:track:3H0GL15rS6XjrbAUsB2uwg,B Major
66177,spotify:track:1S2deki2ytYS6xxoy9zDAq,A minor
66178,spotify:track:0E46CEqeqqa9v6YkSRbJkG,D# Major
66179,spotify:track:7400tVsVLFNuuxINAEMjeX,A Major
66180,spotify:track:2cBxTiNLSUvsFhxNETP358,A Major
66182,spotify:track:1NMBSJ4MCBh4duTiLvFN0y,Bb Major
66183,spotify:track:7A2uY8HjXlXEczPBZXTvLr,F Major
66184,spotify:track:55qvC0VHZzdNZPJRo499M1,C Major
66185,spotify:track:1nzJbH4TLpLI8uxoqxp1pu,F Major
66186,spotify:track:2TuznmNbAx2SwnTTNVNXV1,F# Major
66187,spotify:track:3dgDLEiDihKOkUFhuK1W6K,C# Major
66188,spotify:track:3OUmxm0qt1Tlp3GLFdEtrz,C Major
66193,spotify:track:03tExvbazHMVjYUsomPs6B,D Major
66201,spotify:track:0l89uuuVjdQ680JALMuywd,E minor
66303,spotify:track:3wtWsh4cXtjo5syFeRxKMd,C Major
66314,spotify:track:4pZipxtXjM51xzvrk6I3CZ,F Major
66315,spotify:track:2hd47EZtsoS6k6aOyHEreb,G minor
66316,spotify:track:5msXvx0QUm1L7e41cLNeUs,E Major
66317,spotify:track:1que0MUoM4R8nHpxFlaflH,F# Major
66318,spotify:track:2lRBZIboNMDNw9nUJCCIS0,A Major
66319,spotify:track:6AKfJPr8CMOGrflzEJGIr2,F# Major
66320,spotify:track:4qlTB0RRZ5WiCNQIQlEpCv,G Major
66321,spotify:track:7DQXZf4fJj27B9ta8IUEAH,A Major
66322,spotify:track:288eW2QSTSjwep7Qy7LT0p,B Major
66323,spotify:track:0B3YBvRAq3PfrEMRCaJpbZ,D Major
66324,spotify:track:7sTACR6g42KieNq7ecB8ky,G Major
66375,spotify:track:5W6oo2zg8zTYD1h1CKjzii,A minor
66389,spotify:track:4pHxEQYtfhEb3XQE7SFY4j,G Major
66390,spotify:track:3uR2BKfjr9MMJ2f7GAV80t,F Major
66392,spotify:track:0fTdkuxpMsrpMZ46w7ekHz,G Major
66395,spotify:track:4FT3rWZrPIGnZKLXokQlUr,A minor
66401,spotify:track:1g6VpUV9EF2zANef9l6UFt,Bb Major
66402,spotify:track:1RmX0kyVglwuDMXGmZLECX,Bb Major
66406,spotify:track:6e1aeEz2rddeNdn9Wwawqh,Bb Major
66408,spotify:track:11S86YMlVFn7uAwmD3kpjr,D# Major
66409,spotify:track:689VFHjE1ydb9qPxrhyBof,G# Major
66414,spotify:track:5FVN8ecIUFBHXpHF8xd1Nz,B Major
66415,spotify:track:4LElHae9Deyhht6ozhXm3D,E Major
66416,spotify:track:3WZwbBmsTrU1EPijQrQs35,C Major
66417,spotify:track:0nFjpb5ayCSh4a9mKbqye3,C Major
66418,spotify:track:3SnqRclErEHSan7dwVbzjM,Bb Major
66420,spotify:track:3IyED9NxtdI1T2OHZd82Yz,G# Major
66421,spotify:track:5ml8pjDIrebgRvzAWGfWmb,C Major
66422,spotify:track:3Ww7JyB6WYTP9z5suiArCz,C Major
66436,spotify:track:40rpMILn95YVZrEkoADK6L,C minor
66437,spotify:track:2yW1tcIUj9gIpaKhoWN68G,Bb Major
66441,spotify:track:7acST4kYKpJMYKlEaTGzlc,D Major
66459,spotify:track:4BiJbJ8VdXcM3qn3hM2e1w,G Major
66493,spotify:track:436svA1vxGh0tEI73DsolK,G# Major
66495,spotify:track:2YNtwO2kuNsAMxcQp4uDcD,C Major
66510,spotify:track:7FKfaHeU4mdFi6iQOInvaj,A minor
66516,spotify:track:3cfEUdHciqRaTsiVqJxHnf,D minor
66518,spotify:track:2w6OQBcSinwwlb1v21mC1J,A minor
66519,spotify:track:73RqcNwoUnZ7yjUKL1OOgC,D# Major
66524,spotify:track:51eXm4ux45tmOirqfa4h2f,G Major
66542,spotify:track:0ftSWv0YJmK2MGXabfneXG,G# Major
66543,spotify:track:5rqZPRAr3Gz9BMvXcqg4c8,C# Major
66544,spotify:track:70Pf9u0UR2LG4bkXY7fqBK,G minor
66545,spotify:track:7kcqmlsxSGa3zvdYOoGpUo,C# Major
66546,spotify:track:3DrVohwUCXub0NgQR17hpd,C# Major
66547,spotify:track:0FGz4lYI5jXcKvzVyQGQNb,D# Major
66659,spotify:track:2tJGU2JGUpp82cjpcK6otX,Bb Major
66660,spotify:track:5dtCpaiuAM3JevRY0Kzfl1,Bb Major
66723,spotify:track:50kJlgCfwSvRyKOwoaE1uX,F minor
66724,spotify:track:0HREkWQZu25A8g7GYcPQ88,C Major
66739,spotify:track:1tszn6l2qFsgUMOrLX5kcy,F Major
66740,spotify:track:2sDqcuuCkOCPqtJ7wHHBKX,A minor
66741,spotify:track:5MNQG6hqfljmBruR0iSJXn,C# minor
66744,spotify:track:5UGs7gQt9dpzhmpUCjgRQw,B Major
66748,spotify:track:1ndE10tEFedmvMmxq3l9xY,D# minor
66752,spotify:track:6kbXpY7qlYkogD6hGbGIYA,G Major
66753,spotify:track:5rRWoiTgR24ygvBgJ14YdX,D Major
66756,spotify:track:6EehJfinc20xI4wd5ubWwM,C Major
66757,spotify:track:70DacKJRA9Pmz8qbJokiYy,C Major
66766,spotify:track:0ldNEy7jjk2me7VaEMVZp3,Bb Major
66851,spotify:track:5dkzTs4Z9f3ARi75BnaEaE,C# minor
66853,spotify:track:7MpbSv2V31uNvfPGVH2BIM,C minor
66856,spotify:track:6ndKXNgHuMQ6WzY6O6tQJX,B Major
66857,spotify:track:5oflFykht289mH1hhnKpJB,C# minor
66858,spotify:track:49608K4W6bsEewGWOkBCA2,D# Major
66859,spotify:track:2aG5KsPwgroofKh0ObezrQ,C# minor
66860,spotify:track:4b1B65bZwMqoeuzzNn429D,D minor
66873,spotify:track:0RnwIT1SsVNqe3Vjwf83yI,F minor
66876,spotify:track:7FdlpO2YUVVe3IMUoAXmMk,D# minor
66877,spotify:track:5nhOOx4cv20FzXIXd0ekEn,F# minor
66881,spotify:track:2QkQ9f7IncVyoaDBnw5o22,A minor
66882,spotify:track:3ZYzcUtP9DiuHUkmNTgJf1,F minor
66886,spotify:track:2ZpO58SWvuhCUGvYXSeciI,D# minor
66887,spotify:track:5bBm0M81qaVAr9j28g5y7i,A minor
66895,spotify:track:6fXH836ImSxgHZA9LENNWS,E Major
66896,spotify:track:3Z19G10pBcdzGmcEu9ionS,D minor
66903,spotify:track:1HDvuwlaqCJM2hoOmAQl2y,D Major
66904,spotify:track:3M6wWgTtmZnl41uVuFnP1S,B minor
66905,spotify:track:3vgOk6wS9ixPwIyqrwRwdf,C# minor
66929,spotify:track:7IGvBs7WIqu34S5JOFL4lL,A minor
66933,spotify:track:2qG2VA1fdqzOTiE5p4NAMG,A minor
66939,spotify:track:1zDwRSLCiXE0vDWy37I7rM,E minor
66941,spotify:track:1LvKWwtBjWKskZLye1PmwK,A minor
67051,spotify:track:56xrhv0Cu1EDnxOa2BlmUb,A minor
67101,spotify:track:7xkhYE1btiUWJtuGii6JCi,G minor
67102,spotify:track:5Q4RQ3MnTCiOeaDNQjwScU,A minor
67106,spotify:track:4sjKffH9p9WNSHWCR9yMdz,D# minor
67121,spotify:track:26Tu15L5i303Wa3FRyZTLZ,D minor
67236,spotify:track:2bhwPUsgts9pmZIbMvlHZV,Bb Major
67257,spotify:track:3EFrNm63q83YeVHigdBzFj,F Major
67286,spotify:track:1tZXBL2pJ2H2FMOW3E7B1W,A Major
67287,spotify:track:6phDJDknCVPFQkHofTDUnu,A Major
67288,spotify:track:62geEOKZvBBMfQh3KaCmSX,D Major
67289,spotify:track:1XrT5Svvi4tJyRMjKEDR5E,E Major
67291,spotify:track:0t3n8MmJD9eHYwnGWjb1s2,C Major
67292,spotify:track:7pBBNPMqWIm4fcOE9sjfSu,A Major
67293,spotify:track:30IukEkvDrYKItTrnZ5416,G Major
67294,spotify:track:3PXDcvs3BW9qY20guaaBZD,A Major
67298,spotify:track:45hgYRlFGdJkX4zc2shUCf,G minor
67300,spotify:track:6xGlDSJkhDpEPAkiTA5kYG,C minor
67302,spotify:track:5th7pdye8X24icGmY0emlU,A minor
67303,spotify:track:3pOKhoQC7ng17cNWa5NsW5,A Major
67306,spotify:track:2oRgsdYZgzLAVJLGC6vy9N,F minor
67329,spotify:track:3rTox00TrP2FexrGzVyBIT,F# minor
67330,spotify:track:7k0G5fNoZ5HjllBcHtBPcN,E Major
67332,spotify:track:03oX0imizvcHWDYYKgNuL0,E Major
67333,spotify:track:7JjHlitgncoAVcUhhsaQhY,E Major
67334,spotify:track:6z9PRyBe6XAArvjTimlHXc,E Major
67335,spotify:track:4OfKhYOhveQ0RfsDMysNII,C Major
67336,spotify:track:14I4zK3kPLvzRyAFqtIFhC,C Major
67363,spotify:track:3ehIFrg7O7c2AjqsqQDzej,D# Major
67464,spotify:track:5wpErKA6t6i28CRETC07pd,G Major
67465,spotify:track:7dzFepWz7hFeRVd5phAPQa,C Major
67466,spotify:track:1ZzZoEm3cuzmRaV3qEq8f7,E minor
67467,spotify:track:1ZOHph2KgbJAIw8jkaXmNi,D# minor
67472,spotify:track:7Iyz1MM9J0vttstxQzEKX0,A Major
67473,spotify:track:1CV7qrmaFleum7MduptWt0,A minor
67474,spotify:track:52a7gv3gjnsLJgWikRVjlp,G# Major
67547,spotify:track:5ahRFGX32kYovKgmBX0CtT,F minor
67552,spotify:track:1pDxF14Pc6ZpPMrDMtbb42,A minor
67579,spotify:track:0FO4heYHIS8JRe2KoHC5on,G# minor
67581,spotify:track:1Lwy7nuiMvFC4H1wXNGKVt,C# minor
67653,spotify:track:4BDx7HSPQ0rKqgCC1BgHbW,C minor
67654,spotify:track:5nMN6STHO2dVcWdGjOS24b,D Major
67656,spotify:track:6i8mWJk3XWGf2w7COJlTUN,A minor
67658,spotify:track:6ASrequowShTe9piK5KXwv,B minor
67660,spotify:track:6eOT6SHFAT9mM6AZtVKSYQ,E minor
67744,spotify:track:0abAWJZcmX5triduW9rAPB,A minor
67831,spotify:track:6Kxq8y5OBTEP9erVyHjxdJ,D minor
67836,spotify:track:3WIvrkRZ1pEJupxevwOEzC,A minor
67837,spotify:track:7qq6cQhDaERBv3ibtrzLn1,D minor
67838,spotify:track:5OtsECJ27nr7Puaq18SJ3z,E minor
67840,spotify:track:5fsaJ1pwgSP7J1pe4TSNbx,C Major
68187,spotify:track:1PteOrYtxATpnX7EAym6ZI,C Major
68189,spotify:track:6pdIKL1hM6a2b6HShbulQD,D# Major
68192,spotify:track:4V5lq7Z60VMnvzn2KwlSeG,Bb Major
68194,spotify:track:71UhbxxzzD4zVZ2xNBgxyb,D Major
68195,spotify:track:586dxSRo1d87GqGctyozE4,B minor
68196,spotify:track:5T8sgE4CsBuUnG7o5i607l,E Major
68253,spotify:track:4RyZoPgZcgQzv7GrBZgrx6,A minor
68255,spotify:track:08epVYHuBbe5GWRtk7aEXW,C# minor
68256,spotify:track:7c4M7cBY1LtY9OjKh8bXxC,G minor
68260,spotify:track:1EQ6atQs2WYUo6Kk4ft0fA,G minor
68278,spotify:track:0C0nXX43Vdf0XbSS4ehU9S,A Major
68279,spotify:track:1NDIoGQH8I25uiMIgqROMR,C Major
68280,spotify:track:2n5yTwCCy295h3Ao38zTr8,C Major
68281,spotify:track:4qFO8RenDrlTL4hrxIe4B9,D Major
68413,spotify:track:5C5Q5alOdDeUj9MgPqLkwm,E Major
68414,spotify:track:2vpsPyqm67VuMsLUxQUDH8,C Major
68416,spotify:track:6rKGrH6JBt8FltZlvJVe1c,G Major
68419,spotify:track:5gK1LxmnV7gUAmmlRGuNuQ,D Major
68420,spotify:track:1nGGvAty3VX2nJUNOCICgS,C Major
68424,spotify:track:5kT0p0bZz5qUSPfNZsREjF,E minor
68426,spotify:track:3F6VP5JLBaqW1CKQ6nHkIE,C# minor
68428,spotify:track:2pV8KENHAHsVnUAEhp7hea,F minor
68429,spotify:track:6Kv8YsjConVtIUjakH52fY,C minor
68434,spotify:track:7svEdGP2l5ZejJcGnvqbt0,D Major
68456,spotify:track:00jytfHmymLRZBU8xRHsc5,A minor
68459,spotify:track:2xeJseAoNXW8VdXZNzz3P2,G# Major
68582,spotify:track:4UEyw5X388VGp2hw9gNcFP,A Major
68583,spotify:track:4GHDUqMnyV9wQhwPIJbplS,D Major
68584,spotify:track:5b81jrjWxWqQHMWOWDNQ80,E Major
68586,spotify:track:3MfaxjJ3G8oW2OIh619Jzy,A minor
68777,spotify:track:4L4NCEMKvzr4jQ9iMJn0YK,D minor
68778,spotify:track:0O9UKYSqJLPbxZzoLN5iKl,F Major
68910,spotify:track:1619SEmMQxZU7V9rVfYypv,D minor
68911,spotify:track:5XGBseLqXgFHlWQcZLaXUM,C minor
68912,spotify:track:6PKWh2xAwlfSrOXFusy8hy,A minor
68913,spotify:track:2LmpCVESo5lLZUXdIykzqB,A minor
68914,spotify:track:5JcII6n3rpactUyZvWzoHL,A minor
68915,spotify:track:2pxpMuhg2JBXYW6jh0z8V9,E minor
68916,spotify:track:1hFDqfX6lNscrM7Uw6hSsT,F minor
68917,spotify:track:3cBFNZTpeMZ0lRSpyM8UdK,C minor
68918,spotify:track:5phkukxTFHCXmNoozXvIgi,A minor
68919,spotify:track:5uqntkeUp9djXTXbxMGqSj,E Major
68942,spotify:track:0Q6SuCtlUApNqYsKpDWlwO,B minor
68948,spotify:track:45OK87Gpxk0Fv3ptXqJFHR,D minor
68949,spotify:track:3ZhzUygFpgshOpi1ik3OKm,F# minor
68950,spotify:track:0YCzEtKvHWshi36XAmvK8G,D Major
69011,spotify:track:7aAzPzdqBiG6bv3lJaMuQJ,F minor
69012,spotify:track:3yL8WWKBDrMGiJRq7LRa0L,A minor
69064,spotify:track:2mI61JhfONuLDLRsiWyrVe,E Major
69065,spotify:track:3U25xcwWN1DH1j7Jnjegn4,E Major
69067,spotify:track:3rpvqR5rkH5Z2OinYvobZF,C# minor
69068,spotify:track:1XRn1a45GFnXI79p1JS6N3,F minor
69072,spotify:track:2QpjaTlYTiLvZKKhVEzK8W,D# minor
69073,spotify:track:3xNDRV2RKuju4oKu2orJC6,C# Major
69176,spotify:track:7DROoRuASr5beutweveqpe,F Major
69214,spotify:track:06fWcV1ho9cXki7PfKCX6t,F Major
69226,spotify:track:7fSBWPOYf89n5F1ffMwOCf,C minor
69233,spotify:track:0ZQhViyl4LGu47phWIL4ab,Bb Major
69234,spotify:track:5CvIMBnGAK50KgjBmeuGWm,C Major
69235,spotify:track:5o6qkdRY9DbW9Aw0XQ9MVD,G# Major
69237,spotify:track:2NdD1oDdYorygC2BnA661w,C# Major
69238,spotify:track:4ss3xIihEcHoyUs3J2FuwT,F# Major
69240,spotify:track:2BeiCi3FlNqYUKL6mrDhRd,C Major
69242,spotify:track:0nfNuBrR3tq4M6hysE6zMZ,F# Major
69244,spotify:track:3KRHjiMJFo8j85C9VhL5tE,B Major
69245,spotify:track:4Wx9F15X4WXThe6ecwAYiP,C Major
69246,spotify:track:0pmqe9CxKisHbQGxT55DBw,C Major
69247,spotify:track:2c5BP14p47Ec7dLRSdAmOC,C Major
69248,spotify:track:0W7cLH4c2SKZoESYNVFipH,E Major
69250,spotify:track:4Ed5ol4Mog3KOHrtbCiOmn,F Major
69259,spotify:track:7r1iM9pJ1r7hExtcISExZ7,D Major
69314,spotify:track:1MJxRjN7U6AldZIuonA7wH,D Major
69319,spotify:track:2eE2YkawORlkwOs8p9kZkm,G Major
69323,spotify:track:6PGaTHh0AHWWnH6EIhXBmg,D Major
69330,spotify:track:3wtoYsxh5UCdZ9ZBbuVwxn,D Major
69458,spotify:track:74J4XwchW2tD2yOowHZS0j,A Major
69576,spotify:track:308l5kyonuQa06kOlhP2DB,C minor
69588,spotify:track:4etwPJiYacX8ojbhwwVdQc,F minor
69590,spotify:track:2pcWaiDVKEhjp9mxnjPCbG,A minor
69593,spotify:track:59BAkvkfV48gFibT35H4XG,G minor
69594,spotify:track:42lcMF6cQwb3iJprJz2Rep,A minor
69601,spotify:track:2CfOMt8GsZwNFkiBqoEKLH,E Major
69607,spotify:track:3J7xTkDwJfdjMo0HYyPAwy,B minor
69608,spotify:track:7ztMwAH5rXqdbazUF2fBRV,G Major
69609,spotify:track:4BK1LncmBOiW5loxwp7cMp,D# Major
69610,spotify:track:10g5g2LZTTfPZQiBtwdt4a,C Major
69611,spotify:track:3NMzQlt5GcOalMF6CYWETQ,G Major
69612,spotify:track:0SdCWHfhti66HwmPeC5kEY,B Major
69781,spotify:track:58Yp77nqBwicEItEmyjII8,B Major
69904,spotify:track:00qP0wnoX1s5lltkiomr7A,D minor
69932,spotify:track:0AjlAr2Bt2ljhFCUPOnfod,A Major
69937,spotify:track:4O5URRmaLcz2pFH9Ddb0mh,B Major
69941,spotify:track:384l4NvuE227pwSz6SskYK,C# Major
70048,spotify:track:2igRa7m4ElBZdg29CpbGme,A Major
70050,spotify:track:6AMUyN0dOgLxQnPUdTRfxY,G minor
70051,spotify:track:79Pjujz9hOzd6eSZ0ljIr4,Bb Major
70052,spotify:track:62qN0uoZ0ZLZ8GQeIfFvii,D minor
70053,spotify:track:6dmRgjjiLbUXyDbBxTZ3VF,G minor
70054,spotify:track:6sgXiZCYmuT59lgNgaeRbz,A minor
70056,spotify:track:4A58y7D7ZdvWjiYSt71DrJ,E Major
70057,spotify:track:3U3Yak3p7i8VyVaAmREvhL,D Major
70058,spotify:track:61MmKjVmwZxdoJYcYhHoYp,E Major
70059,spotify:track:2QE2FRHRWw7X5SGKnekZcp,B minor
70060,spotify:track:01OEuvWUR56v6LWRPXZ5Rz,B minor
70061,spotify:track:2FsbtMmE48yy5OSCwfT5QH,G# Major
70103,spotify:track:7sFjEpZU6BtMAlnayaxKYq,C# minor
70191,spotify:track:5l08Mrj6ZrOafhZtbxOMjy,A Major
70194,spotify:track:3RgC1FKFhabjVw3N3WHCiB,G# Major
70213,spotify:track:5WoSrkbwyMiXcGJKnO0A30,D# Major
70215,spotify:track:5aAT4WTHueME3Oc02Ohvmn,A Major
70221,spotify:track:7fl5SxWloschcFN81wV9P9,C minor
70227,spotify:track:1K000Jg6dMTVCfsVUiXrjs,B minor
70229,spotify:track:3Zrv78NBc9fZ3TgG7ud8Uc,E minor
70244,spotify:track:3SMwejrA2yoAb9nSS5ABMU,G Major
70302,spotify:track:5z1rRmzq2dz1NyYoTIg0Pz,G# Major
70304,spotify:track:6rQ55nhAEe7rH1PDm2jDRo,D# minor
70403,spotify:track:6YdDTSaOCOoSIsayfPYepE,G minor
70673,spotify:track:44LVNvXH46cBbBacfzJi3b,F minor
70713,spotify:track:065sDRy8wyRQE6qu8nUa4k,C minor
70717,spotify:track:6pGfXqD6vDjr1gLQHlza4s,E Major
70719,spotify:track:4CdCqaZGaD7vpr116m9pGz,C# Major
70883,spotify:track:3p6dVnFjpeNsmhaWKz2fg5,F# Major
70887,spotify:track:6zDz1uJ2FSvq1EMyFsnqj4,F# Major
71009,spotify:track:1LL6gBfpRXDJxvhNPBf6yS,F# minor
71226,spotify:track:35gkgnxkjglWiQVTqZy8cJ,D minor
71229,spotify:track:20Qw9BuMdgS30IXEHEIYlh,Bb minor
71231,spotify:track:41TTfWwIZf96U8BfkYGY9R,A minor
71256,spotify:track:5wtT28c43W9JjOKmMQlRoE,D# minor
71257,spotify:track:27IVDpYTaYFKGY4JplK2n0,D# minor
71261,spotify:track:4XgowZZ0BTMBD2Q7xgQWte,D# minor
71262,spotify:track:5S99ZzavI2vR7ift387Shz,A minor
71263,spotify:track:5vbENqOhoiFI0pnwVLfzXH,A minor
71264,spotify:track:2k7EFByJKhpgESNftoUMw0,D minor
71266,spotify:track:6qM1x4Oh8Fu7YxrTDU0xCZ,A Major
71334,spotify:track:1gqzJb1TK5UkKBbAedjXt4,C Major
71363,spotify:track:6xFYhPPM5JvTCtXtC9KUgB,A minor
71364,spotify:track:2vuCvHRDsYtUdPMQGevUd6,A minor
71365,spotify:track:3Pb0SHD8PvpI0Tqlh18BlD,A minor
71366,spotify:track:0VlTdrE8hxvsaXslsiqDz5,A minor
71367,spotify:track:1TCJUOGteUsUCAmxaaoQgW,C Major
71368,spotify:track:7g7NYICZU9fATCYsFfRkkN,A minor
71369,spotify:track:1QVx5iQNkwZIImuVJkTluK,A minor
71370,spotify:track:0I2ZnDucC5oCxwzU9RVrnI,E minor
71371,spotify:track:2bV9UBm6Pe21kX8JPTc4bp,A minor
71372,spotify:track:3iNJeBIvrJ9ifMrnXpmXzy,C Major
71488,spotify:track:1axgkk9qOtLGNg5KrS2ETx,E Major
71504,spotify:track:37raBWzmhk6WuWr9cAuXDe,E minor
71506,spotify:track:062mvRe73j1CLUptoGzXQ3,B Major
71511,spotify:track:6Ia4ezB0qxaRop2GNvFoTN,C Major
71515,spotify:track:37KyRt0uV5XalWyjCErDh1,A minor
71516,spotify:track:64hIZK7RhaCczR2VyXITeF,A Major
71517,spotify:track:5N28f5iaJB42mlSgoF72uq,C Major
71582,spotify:track:0STLHOO2HelXJXSSPfMUBt,F Major
71583,spotify:track:5rDRc7FQRU9VOgXg8E5Z6N,A Major
71584,spotify:track:3gZEKMkPKdm2br6UxIJPKE,F# Major
71585,spotify:track:46x3LbcyR7QdgrXeoCMNe8,D Major
71697,spotify:track:1VVOTY3sNppkAzFuiCR6MT,Bb minor
71698,spotify:track:2R4fn8qEdIPFU5hG2xY6T6,C# minor
71700,spotify:track:0gyWU2Ke32DZU81cRrMEmD,B Major
71701,spotify:track:3tlIq0tIwfEdb8y5cGO1eI,A minor
71702,spotify:track:2qUwe3EBGmomlSddu3njWW,D minor
71703,spotify:track:3mzbFnFOEbmmVPE0WXs6if,D minor
71855,spotify:track:5G6X2ygA8xY2DAvtwQvV3w,G Major
71957,spotify:track:4pCXFYShXc1gzobxqU0QnV,E minor
72017,spotify:track:1BjmuPSEgvlQL0hFIsVh5A,C Major
72020,spotify:track:5hMk0h29DmYTA4dmVOpdd6,A minor
72022,spotify:track:49HhA48D2wTgunHse7oeox,F Major
72046,spotify:track:5jrm2V73xSNwhgpbRLvGPI,D Major
72047,spotify:track:0B25zVOr9oD8gTuB4r1YmQ,D Major
72048,spotify:track:043Ppor00MIHswXvNq94iN,F# minor
72049,spotify:track:703jrakd9wC47VzB12Nzg2,C Major
72051,spotify:track:6d4vsYY4YJ9EW25Kvc78wx,G Major
72053,spotify:track:0rXvOfA65eAD2jpvyGkLRh,Bb Major
72055,spotify:track:0rFOCR8XPQZIVWJBUGobNA,G Major
72056,spotify:track:4JphW2FwrIc0B6jhG52HDc,G Major
72057,spotify:track:4mSUVU3VzW56M0BGV1MaXe,A Major
72110,spotify:track:49ZLf2AyLtD9lz3E9HzRT5,G# minor
72113,spotify:track:01hpIeZVJmtCtryndS7nt6,E minor
72115,spotify:track:398O6jqNr7TSDPQwqhZ86c,G minor
72206,spotify:track:7oHlsPMHV1RHHa2obNTenm,D minor
72245,spotify:track:2nyV6PsoS7gO4mxbhwEChW,G minor
72246,spotify:track:0QGYNSk7Y3nziNCa7AhNvj,G Major
72248,spotify:track:3pxDpNbwcYimtE0o5wvg1y,F minor
72255,spotify:track:0w3zX8HKjlFh45kpet3qhX,D# minor
72313,spotify:track:36ebbWVNhmg2tKy7mLazcw,D# minor
72359,spotify:track:3dOC3OYpnSgSl8jLo630nv,C# minor
72360,spotify:track:6WObOPPp4yKnwiL6abeA35,B Major
72436,spotify:track:66B63cYlzMPT5PvDOghg9v,D Major
72451,spotify:track:3SmxbYrGXnkd4trmfbO1sB,D Major
72474,spotify:track:0RnwIT1SsVNqe3Vjwf83yI,F minor
72475,spotify:track:1d4EquapkQqYSs8vChOgPL,F Major
72477,spotify:track:3F6VP5JLBaqW1CKQ6nHkIE,C# minor
72480,spotify:track:6iY57CCKj63hpovgXPwyHQ,G minor
72615,spotify:track:6gzIjBucjtfp2QkCyVPtgZ,C Major
72623,spotify:track:4PxNM6Ipo4Ki4KhYpzZsYN,C# minor
72624,spotify:track:68OVSJoZIuy7hLIpZs9k8S,G minor
72634,spotify:track:3FWI6cGYc0tNMV3M8FfBOc,G# minor
72686,spotify:track:2zLLiss2E1JfxZkCJpEyOd,C# Major
72997,spotify:track:5HETG2bBLUI4zJiz5inc03,B minor
73069,spotify:track:717cV9vc4g5nJGgNoEmA6D,C minor
73114,spotify:track:6EpGQV9pG3satylGkywBve,D Major
73181,spotify:track:0OQURCLlcI1xndhcb0PCze,G# Major
73419,spotify:track:6KTo8T8RTL8VZl1BAFB26x,C Major
73420,spotify:track:6uYKR1xfqG5AFubFLX24lx,D Major
73422,spotify:track:1JtDsAgIPWrQXpc6DF1TwI,G# Major
73423,spotify:track:7jwBO0FrvK4v7wYV1zzHkR,B minor
73425,spotify:track:5es2zZJK7N3gCeGPHb2Rt2,E Major
73428,spotify:track:4JWmfG21YqndGYI9R51xiD,F Major
73431,spotify:track:07b7AZzxrMFvFgZUkrTBPa,G Major
73432,spotify:track:4wuoFKXKCMVzHsIXyYERWa,A Major
73435,spotify:track:3mTe2anf0zXlBGy7e8bx7H,A minor
73437,spotify:track:0y3F93i8xQbIAXEnN0K4ll,C Major
73492,spotify:track:0BqYieNhZk698MtuD73bGA,D Major
73495,spotify:track:7w02LkCrPVfSnV3OG7tcK2,B minor
73687,spotify:track:1x0pT1amtW9Kri8eey9ER2,E Major
73689,spotify:track:3B9rcfnqGtis09N0UFdKOY,A Major
73693,spotify:track:43UShCdTfsw7RqibJGVH7x,A Major
73696,spotify:track:5UdqfTuPJ8PmyRmfO8BOou,A Major
73704,spotify:track:18qGnJKXtjh5LK2z65HMpF,G Major
73741,spotify:track:61dPjKl6prdY2Qr6Gt8GOA,G# Major
73758,spotify:track:3D7FxofOl3mNfytrpWPiGu,A Major
73761,spotify:track:4idbGKYOZMeMc3ikWwfKb4,F Major
73763,spotify:track:6dya7XniCVoAhbY5qCzlxj,C minor
